Cluster;Reproducibility;Log2.Abundance.;Average.Spearmann.Correlation.Coefficient.between.Replicates;PearsonCorrCoeff_to_ME;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F1415;F1617;F18;Maximum.Fraction;Average.Fraction;No.of.peaks;Peak.fractions;Feature.Type;Feature.Subtype;Amino.Acid.Sequence.Length;locustag_ID;locustag;genename_1;TU;annotation..cyanobase.;GO.NAME;GOT_DNA_RNA_Nucleotide;Gene_ID_IndMode;location
10;All Replicates;9.541;0.892;0.986;0;0;0.001;0.008;0.085;0.193;0.262;0.111;0.047;0.056;0.056;0.051;0.048;0.033;0.025;0.023;7;8.4836;1;7;RNA;mRNA;NA;sll1787;sll1787;rpoB;TU865;RNA polymerase beta subunit;DNA-directed 5'-3' RNA polymerase activity, DNA binding, DNA-directed 5'-3' RNA polymerase activity, transcription, DNA-templated, ribonucleoside binding, transferase activity, nucleotidyltransferase activity,;;rpoB/sll1787 (mRNA / CDS) - TU865;Chr
11;All Replicates;33.207;0.954;0.984;0;0;0.001;0.004;0.009;0.021;0.153;0.331;0.245;0.142;0.069;0.018;0.005;0;0;0;8;8.5907;1;8;Protein;Protein;1102;sll1787;sll1787;rpoB;TU865;RNA polymerase beta subunit;DNA-directed 5'-3' RNA polymerase activity, DNA binding, DNA-directed 5'-3' RNA polymerase activity, transcription, DNA-templated, ribonucleoside binding, transferase activity, nucleotidyltransferase activity,;DNA;rpoB/sll1787 (Protein) - TU865;Chr
10;All Replicates;7.753;0.86;0.977;0;0;0.001;0.005;0.066;0.177;0.234;0.11;0.058;0.07;0.07;0.059;0.062;0.036;0.026;0.025;7;8.8552;1;7;RNA;mRNA;NA;slr1265;slr1265;rpoC1;TU1933;RNA polymerase gamma-subunit;DNA binding, DNA-directed 5'-3' RNA polymerase activity, transcription, DNA-templated, nucleotidyltransferase activity, transferase activity, metal ion binding, magnesium ion binding, zinc ion binding,;;rpoC1/slr1265 (mRNA / CDS) - TU1933;Chr
11;All Replicates;31.591;0.913;0.957;0;0;0;0.002;0.006;0.046;0.166;0.285;0.225;0.149;0.091;0.021;0.008;0.001;0;0.001;8;8.6457;1;8;Protein;Protein;626;slr1265;slr1265;rpoC1;TU1933;RNA polymerase gamma-subunit;DNA binding, DNA-directed 5'-3' RNA polymerase activity, transcription, DNA-templated, nucleotidyltransferase activity, transferase activity, metal ion binding, magnesium ion binding, zinc ion binding,;DNA;rpoC1/slr1265 (Protein) - TU1933;Chr
10;All Replicates;7.853;0.864;-1;0;0;0.001;0.006;0.071;0.182;0.235;0.109;0.058;0.068;0.067;0.056;0.06;0.035;0.025;0.026;7;8.7772;2;7, 10;RNA;transcript;NA;slr1265;slr1265;rpoC1;TU1933;DNA-directed RNA polymerase subunit gamma;transcript;;TU1933 (slr1265) - Transcr Unit;Chr
10;All Replicates;3.908;0.773;0.935;0;0;0;0.022;0.15;0.28;0.243;0.102;0.044;0.029;0.022;0.019;0.026;0.015;0.008;0.04;6;7.6017;1;6;RNA;3UTR;NA;slr1265-3UTR;slr1265;rpoC1;TU1933;RNA polymerase gamma-subunit;DNA binding, DNA-directed 5'-3' RNA polymerase activity, transcription, DNA-templated, nucleotidyltransferase activity, transferase activity, metal ion binding, magnesium ion binding, zinc ion binding,;;slr1265-3UTR (3'UTR) - TU1933;Chr
10;All Replicates;10.508;0.894;0.982;0;0;0.002;0.009;0.08;0.184;0.261;0.1;0.049;0.055;0.06;0.056;0.053;0.035;0.031;0.025;7;8.6486;1;7;RNA;mRNA;NA;sll1789;sll1789;rpoC2;TU865;RNA polymerase beta prime subunit;DNA-directed 5'-3' RNA polymerase activity, DNA binding, DNA-directed 5'-3' RNA polymerase activity, transcription, DNA-templated, nucleotidyltransferase activity, transferase activity, metal ion binding, zinc ion binding,;;rpoC2/sll1789 (mRNA / CDS) - TU865;Chr
11;All Replicates;32.861;0.925;0.982;0;0.001;0.006;0.043;0.017;0.043;0.162;0.304;0.213;0.124;0.064;0.016;0.005;0;0;0.001;8;8.237;1;8;Protein;Protein;1317;sll1789;sll1789;rpoC2;TU865;RNA polymerase beta prime subunit;DNA-directed 5'-3' RNA polymerase activity, DNA binding, DNA-directed 5'-3' RNA polymerase activity, transcription, DNA-templated, nucleotidyltransferase activity, transferase activity, metal ion binding, zinc ion binding,;DNA;rpoC2/sll1789 (Protein) - TU865;Chr
10;All Replicates;4.605;0.709;0.973;0;0;0.006;0.014;0.083;0.296;0.304;0.1;0.037;0.047;0.056;0.027;0.022;0.007;0;0;7;7.3341;1;7;RNA;mRNA;NA;sll1101;sll1101;rps10;TU1986;30S ribosomal protein S10;structural constituent of ribosome, RNA binding, ribosome, translation, tRNA binding,;;rps10/sll1101 (mRNA / CDS) - TU1986;Chr
10;All Replicates;30.249;0.923;0.906;0.001;0.003;0.023;0.011;0.067;0.137;0.235;0.242;0.131;0.081;0.047;0.011;0.006;0.001;0.001;0;8;7.6311;1;8;Protein;Protein;105;sll1101;sll1101;rps10;TU1986;30S ribosomal protein S10;structural constituent of ribosome, RNA binding, ribosome, translation, tRNA binding,;RNA;rps10/sll1101 (Protein) - TU1986;Chr
10;All Replicates;6.831;0.922;0.977;0;0;0.001;0.011;0.092;0.176;0.309;0.149;0.061;0.05;0.053;0.039;0.036;0.017;0.006;0;7;7.8316;1;7;RNA;mRNA;NA;sll1817;sll1817;rps11;TU833;30S ribosomal protein S11;small ribosomal subunit rRNA binding, mRNA 5'-UTR binding, cytosolic small ribosomal subunit, translation, structural constituent of ribosome, maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA), ribosomal small subunit assembly, ribosome, RNA binding, rRNA binding,;;rps11/sll1817 (mRNA / CDS) - TU833;Chr
16;All Replicates;26.995;0.857;0.98;0;0;0.001;0;0.004;0.002;0;0.002;0.004;0.007;0.022;0.028;0.036;0.296;0.394;0.204;16.5;15.6756;1;16.5;Protein;Protein;130;sll1817;sll1817;rps11;TU833;30S ribosomal protein S11;small ribosomal subunit rRNA binding, mRNA 5'-UTR binding, cytosolic small ribosomal subunit, translation, structural constituent of ribosome, maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA), ribosomal small subunit assembly, ribosome, RNA binding, rRNA binding,;RNA;rps11/sll1817 (Protein) - TU833;Chr
10;All Replicates;5.056;0.725;0.974;0;0;0.001;0.017;0.099;0.191;0.284;0.094;0.042;0.055;0.034;0.042;0.057;0.016;0.047;0.021;7;8.3815;1;7;RNA;mRNA;NA;sll1096;sll1096;rps12;TU1986;30S ribosomal protein S12;translation, structural constituent of ribosome, ribosome, small ribosomal subunit, rRNA binding, RNA binding, tRNA binding,;;rps12/sll1096 (mRNA / CDS) - TU1986;Chr
16;All Replicates;29.002;0.89;0.952;0;0;0;0.003;0.01;0.007;0.002;0.001;0.002;0.008;0.014;0.012;0.019;0.342;0.307;0.274;14.5;15.7213;1;14.5;Protein;Protein;126;sll1096;sll1096;rps12;TU1986;30S ribosomal protein S12;translation, structural constituent of ribosome, ribosome, small ribosomal subunit, rRNA binding, RNA binding, tRNA binding,;RNA;rps12/sll1096 (Protein) - TU1986;Chr
10;All Replicates;11.122;0.926;-1;0;0;0.002;0.008;0.08;0.175;0.284;0.137;0.066;0.061;0.056;0.042;0.038;0.021;0.018;0.012;7;8.2162;1;7;RNA;transcript;NA;sll1096, sll1097, sll1098, sll1099, sll1101;sll1096, sll1097, sll1098, sll1099, sll1101;rps12, rps7, fus, tufA, rps10;TU1986;30S ribosomal protein S12, 30S ribosomal protein S7, elongation factor EF-G, elongation factor Tu, 30S ribosomal protein S10;transcript;;TU1986 (sll1096, sll1097, sll1098, sll1099, sll1101) - Transcr Unit;Chr
10;All Replicates;6.083;0.793;0.973;0;0;0.001;0.006;0.137;0.227;0.28;0.117;0.036;0.032;0.051;0.036;0.034;0.015;0.007;0.021;7;7.7581;1;7;RNA;mRNA;NA;sll1816;sll1816;rps13;TU833;30S ribosomal protein S13;cytosol, nucleic acid binding, RNA binding, structural constituent of ribosome, ribosome, translation, rRNA binding, tRNA binding,;;rps13/sll1816 (mRNA / CDS) - TU833;Chr
16;All Replicates;29.647;0.574;0.973;0.001;0.009;0.038;0.036;0.017;0.005;0.006;0.004;0.01;0.068;0.078;0.058;0.046;0.245;0.271;0.107;16.5;13.3507;2;11, 16.5;Protein;Protein;127;sll1816;sll1816;rps13;TU833;30S ribosomal protein S13;cytosol, nucleic acid binding, RNA binding, structural constituent of ribosome, ribosome, translation, rRNA binding, tRNA binding,;RNA;rps13/sll1816 (Protein) - TU833;Chr
10;All Replicates;5.249;0.844;0.976;0;0;0.001;0.011;0.128;0.197;0.307;0.091;0.047;0.048;0.041;0.033;0.04;0.025;0.014;0.018;7;7.9211;1;7;RNA;mRNA;NA;slr0628;slr0628;rps14;TU2793;30S ribosomal protein S14;structural constituent of ribosome, ribosome, translation, rRNA binding, RNA binding,;;rps14/slr0628 (mRNA / CDS) - TU2793;Chr
16;All Replicates;26.205;0.857;0.985;0;0;0;0;0.005;0.03;0;0.002;0.008;0.047;0.04;0.057;0.06;0.305;0.263;0.183;14.5;14.726;1;14.5;Protein;Protein;100;slr0628;slr0628;rps14;TU2793;30S ribosomal protein S14;structural constituent of ribosome, ribosome, translation, rRNA binding, RNA binding,;RNA;rps14/slr0628 (Protein) - TU2793;Chr
10;All Replicates;6.788;0.856;-1;0;0;0.001;0.013;0.154;0.242;0.304;0.081;0.037;0.038;0.039;0.024;0.023;0.016;0.018;0.011;7;7.4926;1;7;RNA;transcript;NA;slr0628;slr0628;rps14;TU2793;30S ribosomal protein S14;transcript;;TU2793 (slr0628) - Transcr Unit;Chr
10;All Replicates;6.177;0.862;0.951;0;0;0;0.015;0.17;0.265;0.305;0.076;0.032;0.031;0.037;0.018;0.014;0.01;0.02;0.007;7;7.2478;1;7;RNA;3UTR;NA;slr0628-3UTR;slr0628;rps14;TU2793;30S ribosomal protein S14;structural constituent of ribosome, ribosome, translation, rRNA binding, RNA binding,;;slr0628-3UTR (3'UTR) - TU2793;Chr
10;All Replicates;3.328;0.748;0.903;0;0;0.002;0;0.199;0.212;0.227;0.071;0.045;0.045;0.072;0.043;0.037;0.012;0.035;0;7;7.8339;2;7, 11;RNA;mRNA;NA;ssl1784;ssl1784;rps15;TU332;30S ribosomal protein S15;cytosolic small ribosomal subunit, structural constituent of ribosome, ribosome, translation, RNA binding, rRNA binding,;;rps15/ssl1784 (mRNA / CDS) - TU332;Chr
16;All Replicates;28.388;0.77;0.901;0;0;0.001;0.006;0.025;0.016;0.027;0.049;0.035;0.087;0.088;0.089;0.075;0.262;0.17;0.07;14.5;12.8854;2;12, 14.5;Protein;Protein;89;ssl1784;ssl1784;rps15;TU332;30S ribosomal protein S15;cytosolic small ribosomal subunit, structural constituent of ribosome, ribosome, translation, RNA binding, rRNA binding,;RNA;rps15/ssl1784 (Protein) - TU332;Chr
10;All Replicates;5.644;0.814;-1;0;0;0.003;0.018;0.12;0.184;0.273;0.143;0.064;0.046;0.044;0.023;0.03;0.013;0.028;0.009;7;7.8616;1;7;RNA;transcript;NA;ssl1784, sll0933, ncl0110;ssl1784, sll0933, ncl0110;rps15, sll0933, ncl0110;TU332;30S ribosomal protein S15, hypothetical protein, ncRNA;transcript;;TU332 (ssl1784, sll0933, ncl0110) - Transcr Unit;Chr
10;All Replicates;4.369;0.656;0.983;0;0;0.002;0.024;0.106;0.21;0.288;0.106;0.045;0.04;0.051;0.03;0.03;0.02;0.007;0.041;7;8.0266;1;7;RNA;mRNA;NA;ssr0482;ssr0482;rps16;TU2205;30S ribosomal protein S16;structural constituent of ribosome, ribosome, translation,;;rps16/ssr0482 (mRNA / CDS) - TU2205;Chr
16;All Replicates;28.79;0.796;0.86;0.002;0;0.005;0.005;0.002;0.005;0.014;0.027;0.042;0.066;0.121;0.124;0.12;0.144;0.208;0.115;16.5;13.3932;2;12, 16.5;Protein;Protein;82;ssr0482;ssr0482;rps16;TU2205;30S ribosomal protein S16;structural constituent of ribosome, ribosome, translation,;No_GO;rps16/ssr0482 (Protein) - TU2205;Chr
10;All Replicates;2.369;0.549;0.952;0;0;0;0.015;0.096;0.184;0.372;0.049;0.078;0.071;0.076;0.031;0.008;0.02;0;0;7;7.6518;3;7, 9, 11;RNA;5UTR;NA;ssr0482-5UTR;ssr0482;rps16;TU2205;30S ribosomal protein S16;structural constituent of ribosome, ribosome, translation,;;ssr0482-5UTR (5'UTR) - TU2205;Chr
10;All Replicates;6.071;0.808;-1;0;0;0.001;0.019;0.079;0.208;0.266;0.108;0.057;0.054;0.06;0.031;0.032;0.02;0.024;0.041;7;8.3691;1;7;RNA;transcript;NA;ssr0482, slr0287, ncr1020;ssr0482, slr0287, ncr1020;rps16, slr0287, ncr1020;TU2205;30S ribosomal protein S16, hypothetical protein, ncRNA;transcript;;TU2205 (ssr0482, slr0287, ncr1020) - Transcr Unit;Chr
10;All Replicates;5.519;0.796;0.972;0;0;0.004;0.01;0.147;0.235;0.264;0.101;0.052;0.055;0.037;0.023;0.016;0.014;0.016;0.026;7;7.6977;1;7;RNA;mRNA;NA;ssl3437;ssl3437;rps17;TU837;30S ribosomal protein S17;cytosolic small ribosomal subunit, structural constituent of ribosome, ribosome, translation, RNA binding, rRNA binding,;;rps17/ssl3437 (mRNA / CDS) - TU837;Chr
16;All Replicates;28.836;0.844;0.832;0.001;0.001;0.001;0.003;0.006;0.023;0.026;0.042;0.041;0.053;0.075;0.079;0.12;0.297;0.109;0.123;14.5;13.2558;2;14.5, 18;Protein;Protein;81;ssl3437;ssl3437;rps17;TU837;30S ribosomal protein S17;cytosolic small ribosomal subunit, structural constituent of ribosome, ribosome, translation, RNA binding, rRNA binding,;RNA;rps17/ssl3437 (Protein) - TU837;Chr
10;All Replicates;2.715;0.526;0.956;0;0;0.006;0.038;0.134;0.155;0.296;0.106;0.046;0.094;0.051;0.012;0.01;0.034;0.019;0;7;7.6706;2;7, 10;RNA;mRNA;NA;ssr1399;ssr1399;rps18;TU2985;30S ribosomal protein S18;small ribosomal subunit rRNA binding, cytosolic small ribosomal subunit, structural constituent of ribosome, ribosome, translation, rRNA binding, RNA binding,;;rps18/ssr1399 (mRNA / CDS) - TU2985;Chr
16;All Replicates;28.936;0.912;0.993;0;0;0;0;0;0.001;0.001;0.005;0.012;0.017;0.033;0.047;0.053;0.333;0.327;0.171;14.5;15.2457;1;14.5;Protein;Protein;71;ssr1399;ssr1399;rps18;TU2985;30S ribosomal protein S18;small ribosomal subunit rRNA binding, cytosolic small ribosomal subunit, structural constituent of ribosome, ribosome, translation, rRNA binding, RNA binding,;RNA;rps18/ssr1399 (Protein) - TU2985;Chr
10;All Replicates;5.668;0.722;0.981;0;0;0.001;0.018;0.109;0.209;0.234;0.09;0.053;0.048;0.064;0.053;0.033;0.025;0.025;0.036;7;8.3863;2;7, 11;RNA;mRNA;NA;ssl3432;ssl3432;rps19;TU837;30S ribosomal protein S19;cytosolic small ribosomal subunit, structural constituent of ribosome, ribosomal small subunit assembly, RNA binding, ribosome, translation, small ribosomal subunit, rRNA binding,;;rps19/ssl3432 (mRNA / CDS) - TU837;Chr
16;All Replicates;28.965;0.693;0.974;0;0;0;0.002;0.001;0.003;0.003;0.056;0.01;0.013;0.059;0.065;0.087;0.301;0.242;0.157;14.5;14.4669;1;14.5;Protein;Protein;92;ssl3432;ssl3432;rps19;TU837;30S ribosomal protein S19;cytosolic small ribosomal subunit, structural constituent of ribosome, ribosomal small subunit assembly, RNA binding, ribosome, translation, small ribosomal subunit, rRNA binding,;RNA;rps19/ssl3432 (Protein) - TU837;Chr
10;All Replicates;6.776;0.874;0.991;0;0;0.004;0.017;0.078;0.232;0.283;0.104;0.056;0.051;0.053;0.042;0.036;0.018;0.016;0.011;7;7.9467;1;7;RNA;mRNA;NA;slr1356;slr1356;rps1a;TU1129;30S ribosomal protein S1;translation, structural constituent of ribosome, mRNA binding, nucleic acid binding, RNA binding, ribosome,;;rps1a/slr1356 (mRNA / CDS) - TU1129;Chr
5;All Replicates;31.426;0.934;0.667;0.001;0.012;0.078;0.179;0.114;0.068;0.092;0.13;0.119;0.1;0.058;0.03;0.015;0.003;0.001;0.001;4;6.9654;2;4, 8;Protein;Protein;328;slr1356;slr1356;rps1a;TU1129;30S ribosomal protein S1;translation, structural constituent of ribosome, mRNA binding, nucleic acid binding, RNA binding, ribosome,;RNA;rps1a/slr1356 (Protein) - TU1129;Chr
10;All Replicates;3.294;0.71;0.899;0;0;0;0;0;0.139;0.294;0.113;0.084;0.079;0.091;0.059;0.04;0.046;0.037;0.017;7;9.163;2;7, 11;RNA;5UTR;NA;slr1356-5UTR;slr1356;rps1a;TU1129;30S ribosomal protein S1;translation, structural constituent of ribosome, mRNA binding, nucleic acid binding, RNA binding, ribosome,;;slr1356-5UTR (5'UTR) - TU1129;Chr
10;All Replicates;7.112;0.846;-1;0;0;0.007;0.041;0.071;0.207;0.264;0.099;0.071;0.059;0.059;0.04;0.035;0.018;0.017;0.01;7;7.9761;1;7;RNA;transcript;NA;slr1356, ncr0450, slr1357;slr1356, ncr0450, slr1357;rps1a, ncr0450, slr1357;TU1129;30S ribosomal protein S1, ncRNA, putative transposase [ISY100c: 1098251 - 1099197];transcript;;TU1129 (slr1356, ncr0450, slr1357) - Transcr Unit;Chr
10;All Replicates;5.316;0.812;0.982;0;0;0.001;0.021;0.086;0.245;0.314;0.099;0.038;0.054;0.047;0.013;0.018;0.02;0.017;0.027;7;7.8288;1;7;RNA;mRNA;NA;sll1260;sll1260;rps2;TU1778;30S ribosomal protein S2;cytosolic small ribosomal subunit, structural constituent of ribosome, ribosome, translation, small ribosomal subunit,;;rps2/sll1260 (mRNA / CDS) - TU1778;Chr
10;All Replicates;31.332;0.948;0.897;0;0;0.004;0.034;0.131;0.193;0.199;0.197;0.101;0.073;0.039;0.017;0.008;0.002;0.001;0.002;7;7.3718;1;7;Protein;Protein;269;sll1260;sll1260;rps2;TU1778;30S ribosomal protein S2;cytosolic small ribosomal subunit, structural constituent of ribosome, ribosome, translation, small ribosomal subunit,;No_GO;rps2/sll1260 (Protein) - TU1778;Chr
10;All Replicates;6.107;0.835;-1;0;0;0;0.031;0.222;0.239;0.255;0.076;0.027;0.041;0.033;0.013;0.016;0.016;0.012;0.018;7;7.1959;1;7;RNA;transcript;NA;sll1260;sll1260;rps2;TU1778;30S ribosomal protein S2;transcript;;TU1778 (sll1260) - Transcr Unit;Chr
10;All Replicates;2.117;0.453;0.867;0;0;0;0.017;0.076;0.235;0.207;0.033;0.034;0.077;0.129;0.074;0.087;0.032;0;0;6;8.5409;3;6, 11, 13;RNA;3UTR;NA;sll1260-3UTR;sll1260;rps2;TU1778;30S ribosomal protein S2;cytosolic small ribosomal subunit, structural constituent of ribosome, ribosome, translation, small ribosomal subunit,;;sll1260-3UTR (3'UTR) - TU1778;Chr
8;All Replicates;4.736;0.76;0.956;0;0;0;0.05;0.44;0.241;0.181;0.043;0.003;0.01;0.004;0.004;0.008;0.01;0.006;0;5;6.0232;1;5;RNA;5UTR;NA;sll1260-5UTR;sll1260;rps2;TU1778;30S ribosomal protein S2;cytosolic small ribosomal subunit, structural constituent of ribosome, ribosome, translation, small ribosomal subunit,;;sll1260-5UTR (5'UTR) - TU1778;Chr
10;All Replicates;6.027;0.904;0.961;0;0;0.002;0.002;0.159;0.19;0.277;0.134;0.06;0.041;0.032;0.028;0.03;0.012;0.018;0.016;7;7.7385;1;7;RNA;mRNA;NA;ssl2233;ssl2233;rps20;TU865;30S ribosomal protein S20;small ribosomal subunit rRNA binding, RNA binding, structural constituent of ribosome, ribosome, translation, rRNA binding,;;rps20/ssl2233 (mRNA / CDS) - TU865;Chr
16;All Replicates;28.05;0.852;0.978;0;0;0;0;0;0;0.003;0.001;0.019;0.066;0.098;0.074;0.073;0.232;0.294;0.141;16.5;14.5085;2;11, 16.5;Protein;Protein;97;ssl2233;ssl2233;rps20;TU865;30S ribosomal protein S20;small ribosomal subunit rRNA binding, RNA binding, structural constituent of ribosome, ribosome, translation, rRNA binding,;RNA;rps20/ssl2233 (Protein) - TU865;Chr
10;All Replicates;2.809;0.493;0.844;0;0;0.001;0.005;0.049;0.117;0.226;0.111;0.057;0.059;0.04;0.095;0.051;0.026;0.094;0.07;7;9.9521;3;7, 12, 16.5;RNA;5UTR;NA;ssl2233-5UTR;ssl2233;rps20;TU865;30S ribosomal protein S20;small ribosomal subunit rRNA binding, RNA binding, structural constituent of ribosome, ribosome, translation, rRNA binding,;;ssl2233-5UTR (5'UTR) - TU865;Chr
10;All Replicates;11.345;0.919;-1;0;0;0.002;0.012;0.098;0.193;0.26;0.103;0.047;0.053;0.055;0.05;0.047;0.031;0.026;0.023;7;8.4082;1;7;RNA;transcript;NA;ssl2233, sll1786, sll1787, sll1789;ssl2233, sll1786, sll1787, sll1789;rps20, tatD, rpoB, rpoC2;TU865;30S ribosomal protein S20, putative deoxyribonuclease, tatD homolog, RNA polymerase beta subunit, RNA polymerase beta prime subunit;transcript;;TU865 (ssl2233, sll1786, sll1787, sll1789) - Transcr Unit;Chr
10;All Replicates;3.585;0.599;0.959;0;0;0.001;0.008;0.145;0.159;0.277;0.083;0.056;0.088;0.055;0.022;0.037;0.017;0.024;0.026;7;8.1798;2;7, 10;RNA;mRNA;NA;ssl0601;ssl0601;rps21;TU2550;30S ribosomal protein S21;structural constituent of ribosome, ribosome, translation,;;rps21/ssl0601 (mRNA / CDS) - TU2550;Chr
17;All Replicates;29.429;0.837;0.839;0.001;0.002;0;0;0;0.005;0;0;0.004;0.012;0.023;0.025;0.041;0.242;0.181;0.464;18;16.1269;2;14.5, 18;Protein;Protein;60;ssl0601;ssl0601;rps21;TU2550;30S ribosomal protein S21;structural constituent of ribosome, ribosome, translation,;No_GO;rps21/ssl0601 (Protein) - TU2550;Chr
10;All Replicates;4.982;0.537;-1;0;0;0.003;0.013;0.159;0.147;0.266;0.086;0.045;0.068;0.059;0.033;0.043;0.02;0.022;0.037;7;8.2897;3;5, 7, 10;RNA;transcript;NA;ssl0601;ssl0601;rps21;TU2550;30S ribosomal protein S21;transcript;;TU2550 (ssl0601) - Transcr Unit;Chr
10;All Replicates;3.548;0.556;0.903;0;0;0.005;0.008;0.197;0.14;0.268;0.107;0.057;0.035;0.061;0.041;0.028;0.023;0.014;0.016;7;7.8453;2;5, 7;RNA;3UTR;NA;ssl0601-3UTR;ssl0601;rps21;TU2550;30S ribosomal protein S21;structural constituent of ribosome, ribosome, translation,;;ssl0601-3UTR (3'UTR) - TU2550;Chr
10;All Replicates;3.307;0.348;0.91;0;0;0.001;0.019;0.122;0.143;0.257;0.069;0.015;0.08;0.063;0.04;0.07;0.017;0.03;0.073;7;8.9705;4;7, 10, 13, 18;RNA;5UTR;NA;ssl0601-5UTR;ssl0601;rps21;TU2550;30S ribosomal protein S21;structural constituent of ribosome, ribosome, translation,;;ssl0601-5UTR (5'UTR) - TU2550;Chr
10;All Replicates;6.734;0.878;0.992;0;0;0.001;0.01;0.094;0.204;0.283;0.114;0.052;0.052;0.06;0.041;0.03;0.025;0.025;0.009;7;8.0899;1;7;RNA;mRNA;NA;sll1804;sll1804;rps3;TU837;30S ribosomal protein S3;cytosolic small ribosomal subunit, structural constituent of ribosome, protein binding, nucleic acid binding, RNA binding, translation, small ribosomal subunit, ribosome, rRNA binding, mRNA binding,;;rps3/sll1804 (mRNA / CDS) - TU837;Chr
17;All Replicates;29.158;0.78;0.781;0.001;0;0;0.002;0.019;0.024;0.039;0.044;0.049;0.072;0.075;0.08;0.067;0.121;0.164;0.243;18;13.5273;2;12, 18;Protein;Protein;240;sll1804;sll1804;rps3;TU837;30S ribosomal protein S3;cytosolic small ribosomal subunit, structural constituent of ribosome, protein binding, nucleic acid binding, RNA binding, translation, small ribosomal subunit, ribosome, rRNA binding, mRNA binding,;RNA;rps3/sll1804 (Protein) - TU837;Chr
10;All Replicates;8.187;0.919;0.881;0;0;0.003;0.059;0.225;0.242;0.242;0.084;0.03;0.029;0.027;0.017;0.016;0.006;0.011;0.01;6;6.8987;0;5, 6;RNA;mRNA;NA;slr0469;slr0469;rps4;TU2743;30S ribosomal protein S4;positive regulation of translational fidelity, rRNA binding, structural constituent of ribosome, RNA binding, translation, small ribosomal subunit, ribosome,;;rps4/slr0469 (mRNA / CDS) - TU2743;Chr
16;All Replicates;29.095;0.795;0.979;0;0.001;0.007;0.004;0.008;0;0.001;0.01;0.017;0.056;0.083;0.077;0.055;0.3;0.267;0.113;14.5;14.2217;2;11, 14.5;Protein;Protein;202;slr0469;slr0469;rps4;TU2743;30S ribosomal protein S4;positive regulation of translational fidelity, rRNA binding, structural constituent of ribosome, RNA binding, translation, small ribosomal subunit, ribosome,;RNA;rps4/slr0469 (Protein) - TU2743;Chr
10;All Replicates;8.337;0.93;-1;0;0;0.003;0.054;0.209;0.239;0.246;0.087;0.032;0.033;0.03;0.019;0.019;0.006;0.013;0.01;7;7.0254;1;7;RNA;transcript;NA;slr0469;slr0469;rps4;TU2743;30S ribosomal protein S4;transcript;;TU2743 (slr0469) - Transcr Unit;Chr
