locustag;genename;annotation;KEGG Orthology;database;MainCategory;MainPathway;Category;undefined;Pathway;Complex/Type;Details;Summary
sll5069;Manually added;;;transcriptional units;;;transcriptional units;transcriptional units;transcriptional units;TU type: gai;;transcriptional units - TU type: gai
TU5083;Manually added;;;transcriptional units;;;transcriptional units;transcriptional units;transcriptional units;TU type: an;;transcriptional units - TU type: an
slr5071;Manually added;;;transcriptional units;;;transcriptional units;transcriptional units;transcriptional units;TU type: ga;;transcriptional units - TU type: ga
slr5073, ssr5074;Manually added;;;transcriptional units;;;transcriptional units;transcriptional units;transcriptional units;TU type: ga;;transcriptional units - TU type: ga
sll5076;Manually added;;;transcriptional units;;;transcriptional units;transcriptional units;transcriptional units;TU type: ga;;transcriptional units - TU type: ga
sll1647;Manually added;;;transcriptional units;;;transcriptional units;transcriptional units;transcriptional units;TU type: ga;;transcriptional units - TU type: ga
slr5077;Manually added;;;transcriptional units;;;transcriptional units;transcriptional units;transcriptional units;TU type: ai;;transcriptional units - TU type: ai
slr5078;Manually added;;;transcriptional units;;;transcriptional units;transcriptional units;transcriptional units;TU type: g;;transcriptional units - TU type: g
sll5080, sll5079;Manually added;;;transcriptional units;;;transcriptional units;transcriptional units;transcriptional units;TU type: g;;transcriptional units - TU type: g
slr5082;Manually added;;;transcriptional units;;;transcriptional units;transcriptional units;transcriptional units;TU type: g;;transcriptional units - TU type: g
slr5082;Manually added;;;transcriptional units;;;transcriptional units;transcriptional units;transcriptional units;TU type: i;;transcriptional units - TU type: i
sll5083;Manually added;;;transcriptional units;;;transcriptional units;transcriptional units;transcriptional units;TU type: g;;transcriptional units - TU type: g
slr1498;Manually added;;;transcriptional units;;;transcriptional units;transcriptional units;transcriptional units;TU type: ga;;transcriptional units - TU type: ga
slr1756;Manually added;;;transcriptional units;;;transcriptional units;transcriptional units;transcriptional units;TU type: g;;transcriptional units - TU type: g
ssl5098, sll5097, ssl5096;Manually added;;;transcriptional units;;;transcriptional units;transcriptional units;transcriptional units;TU type: g;;transcriptional units - TU type: g
slr5101, slr5102;Manually added;;;transcriptional units;;;transcriptional units;transcriptional units;transcriptional units;TU type: g;;transcriptional units - TU type: g
TU5112;Manually added;;;transcriptional units;;;transcriptional units;transcriptional units;transcriptional units;TU type: an;;transcriptional units - TU type: an
slr5110;Manually added;;;transcriptional units;;;transcriptional units;transcriptional units;transcriptional units;TU type: ga;;transcriptional units - TU type: ga
TU5116;Manually added;;;transcriptional units;;;transcriptional units;transcriptional units;transcriptional units;TU type: n;;transcriptional units - TU type: n
slr5111, slr5112;Manually added;;;transcriptional units;;;transcriptional units;transcriptional units;transcriptional units;TU type: g;;transcriptional units - TU type: g
ssl5114, ssl5113;Manually added;;;transcriptional units;;;transcriptional units;transcriptional units;transcriptional units;TU type: ga;;transcriptional units - TU type: ga
slr5115, slr5116, ssr5117, slr5118;Manually added;;;transcriptional units;;;transcriptional units;transcriptional units;transcriptional units;TU type: g;;transcriptional units - TU type: g
slr5119, ssr5120;Manually added;;;transcriptional units;;;transcriptional units;transcriptional units;transcriptional units;TU type: gi;;transcriptional units - TU type: gi
slr5126, slr5127;Manually added;;;transcriptional units;;;transcriptional units;transcriptional units;transcriptional units;TU type: gai;;transcriptional units - TU type: gai
sll5128;Manually added;;;transcriptional units;;;transcriptional units;transcriptional units;transcriptional units;TU type: g;;transcriptional units - TU type: g
slr1760;Manually added;;;transcriptional units;;;transcriptional units;transcriptional units;transcriptional units;TU type: gi;;transcriptional units - TU type: gi
slr1761;Manually added;;;transcriptional units;;;transcriptional units;transcriptional units;transcriptional units;TU type: ga;;transcriptional units - TU type: ga
sll1643;Manually added;;;transcriptional units;;;transcriptional units;transcriptional units;transcriptional units;TU type: ga;;transcriptional units - TU type: ga
slr1762;Manually added;;;transcriptional units;;;transcriptional units;transcriptional units;transcriptional units;TU type: ga;;transcriptional units - TU type: ga
slr1763;Manually added;;;transcriptional units;;;transcriptional units;transcriptional units;transcriptional units;TU type: ga;;transcriptional units - TU type: ga
sll1642;Manually added;;;transcriptional units;;;transcriptional units;transcriptional units;transcriptional units;TU type: g;;transcriptional units - TU type: g
sll1393;Manually added;;;transcriptional units;;;transcriptional units;transcriptional units;transcriptional units;TU type: g;;transcriptional units - TU type: g
sll1639, sll1640, sll1641, ncl0190;Manually added;;;transcriptional units;;;transcriptional units;transcriptional units;transcriptional units;TU type: ga;;transcriptional units - TU type: ga
sll1638;Manually added;;;transcriptional units;;;transcriptional units;transcriptional units;transcriptional units;TU type: g;;transcriptional units - TU type: g
slr1768;Manually added;;;transcriptional units;;;transcriptional units;transcriptional units;transcriptional units;TU type: ga;;transcriptional units - TU type: ga
ncr0240, slr1770, slr1771;Manually added;;;transcriptional units;;;transcriptional units;transcriptional units;transcriptional units;TU type: ga;;transcriptional units - TU type: ga
sll1393;Manually added;;;transcriptional units;;;transcriptional units;transcriptional units;transcriptional units;TU type: n;;transcriptional units - TU type: n
sml0005, ncl0200, sll1635;Manually added;;;transcriptional units;;;transcriptional units;transcriptional units;transcriptional units;TU type: g;;transcriptional units - TU type: g
sll1752;Manually added;;;transcriptional units;;;transcriptional units;transcriptional units;transcriptional units;TU type: g;;transcriptional units - TU type: g
ssr3122;Manually added;;;transcriptional units;;;transcriptional units;transcriptional units;transcriptional units;TU type: g;;transcriptional units - TU type: g
slr1846;Manually added;;;transcriptional units;;;transcriptional units;transcriptional units;transcriptional units;TU type: g;;transcriptional units - TU type: g
slr1847, slr1848;Manually added;;;transcriptional units;;;transcriptional units;transcriptional units;transcriptional units;TU type: g;;transcriptional units - TU type: g
sll1749a, sll1749, sll1750, sll1751;Manually added;;;transcriptional units;;;transcriptional units;transcriptional units;transcriptional units;TU type: ga;;transcriptional units - TU type: ga
slr1851, ssr3129;Manually added;;;transcriptional units;;;transcriptional units;transcriptional units;transcriptional units;TU type: ga;;transcriptional units - TU type: ga
TU540;Manually added;;;transcriptional units;;;transcriptional units;transcriptional units;transcriptional units;TU type: a;;transcriptional units - TU type: a
slr2032;Manually added;;;transcriptional units;;;transcriptional units;transcriptional units;transcriptional units;TU type: ga;;transcriptional units - TU type: ga
sll1945;Manually added;;;transcriptional units;;;transcriptional units;transcriptional units;transcriptional units;TU type: ga;;transcriptional units - TU type: ga
slr2033, slr2034;Manually added;;;transcriptional units;;;transcriptional units;transcriptional units;transcriptional units;TU type: ga;;transcriptional units - TU type: ga
ssr3451, smr0006, smr0007, smr0008;Manually added;;;transcriptional units;;;transcriptional units;transcriptional units;transcriptional units;TU type: g;;transcriptional units - TU type: g
slr1501;Manually added;;;transcriptional units;;;transcriptional units;transcriptional units;transcriptional units;TU type: g;;transcriptional units - TU type: g
TU551;Manually added;;;transcriptional units;;;transcriptional units;transcriptional units;transcriptional units;TU type: a;;transcriptional units - TU type: a
slr2036;Manually added;;;transcriptional units;;;transcriptional units;transcriptional units;transcriptional units;TU type: ga;;transcriptional units - TU type: ga
sll1942;Manually added;;;transcriptional units;;;transcriptional units;transcriptional units;transcriptional units;TU type: ga;;transcriptional units - TU type: ga
slr1501;Manually added;;;transcriptional units;;;transcriptional units;transcriptional units;transcriptional units;TU type: i;;transcriptional units - TU type: i
slr2041;Manually added;;;transcriptional units;;;transcriptional units;transcriptional units;transcriptional units;TU type: g;;transcriptional units - TU type: g
